CedenAnalyteName,AnalyteName,AnalyteDescription,CASNumber,Concatenate,AnalyteGroup1,AnalyteGroup2,AnalyteGroup3,AnalyteGroup4,AnalyteGroup5,AnalyteGroup6,Notes
,PBDE 203,Polybrominated Diphenyl Ether (PBDE) 203,0,,Organic,Flame Retardants,,,,,
,PBDE 204,Polybrominated Diphenyl Ether (PBDE) 204,0,,Organic,Flame Retardants,,,,,
,PBDE 205,Polybrominated Diphenyl Ether (PBDE) 205,0,,Organic,Flame Retardants,,,,,
"PBDE 206, Total",PBDE 206,Polybrominated Diphenyl Ether (PBDE) 206,0,,Organic,Flame Retardants,,,,,
"PBDE 207, Total",PBDE 207,Polybrominated Diphenyl Ether (PBDE) 207,0,,Organic,Flame Retardants,,,,,
"PBDE 208, Total",PBDE 208,Polybrominated Diphenyl Ether (PBDE) 208,0,,Organic,Flame Retardants,,,,,
"PBDE 209, Total",PBDE 209,Polybrominated Diphenyl Ether (PBDE) 209,1163195,,Organic,Organic,Flame Retardants,,,,
,PCB 001,PCB 1 Congener,0,,Organic,PCB,,,,,
,PCB 002,PCB 2 Congener,0,,Organic,PCB,,,,,
,PCB 003,PCB 3 Congener,0,,Organic,PCB,,,,,
,PCB 004,PCB 4 Congener,0,,Organic,PCB,,,,,
,PCB 004/10,PCB 4/10 Congener,0,,Organic,PCB,,,,,
,PCB 005,PCB 5 Congener,16605917,,Organic,Organic,PCB,Congeners,,,
,PCB 005/8,PCB 5/8 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 006,PCB 6 Congener,25569806,,Organic,Organic,PCB,Congeners,,,
,PCB 007,PCB 7 Congener,0,,Organic,PCB,,,,,
,PCB 007/9,PCB 7/9 Congener,0,,Organic,PCB,,,,,
"PCB 008, Total",PCB 008,PCB 8 Congener,34883437,,Organic,Organic,PCB,Congeners,,,
,PCB 009,PCB 9 Congener,0,,Organic,PCB,,,,,
,PCB 010,PCB 10 Congener,0,,Organic,PCB,,,,,
,PCB 011,PCB 11 Congener,0,,Organic,PCB,,,,,
,PCB 012,PCB 12 Congener,2974927,,Organic,Organic,PCB,,,,
,PCB 012/13,PCB 12/13 Congener,0,,Organic,PCB,,,,,
,PCB 013,PCB 13 Congener,2974905,,Organic,Organic,PCB,,,,
,PCB 014,PCB 14 Congener,0,,Organic,PCB,,,,,
,PCB 015,PCB 15 Congener,2050682,,Organic,Organic,PCB,Congeners,,,
,PCB 016,PCB 16 Congener,0,,Organic,PCB,,,,,
,PCB 016/32,PCB 16/32 Congener,0,,Organic,PCB,,,,,
,PCB 017,PCB 17 Congener,0,,Organic,PCB,,,,,
,PCB 017/18,PCB 17/18 Congener,0,,Organic,PCB,,,,,
"PCB 018, Total",PCB 018,PCB 18 Congener,37680652,,Organic,Organic,PCB,Congeners,,,
,PCB 018/30,PCB 18/30 Congener,0,,Organic,PCB,,,,,
,PCB 019,PCB 19 Congener,0,,Organic,PCB,,,,,
,PCB 020,PCB 20 Congener,38444847,,Organic,Organic,PCB,,,,
,PCB 020/21/33,PCB 020/21/33 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 020/28,PCB 20/28 Congener,0,,Organic,PCB,,,,,
,PCB 020/33,PCB 20/33 Congener,0,,Organic,PCB,,,,,
,PCB 020/33/53,PCB 20/33/53 Congener,0,,Organic,PCB,,,,,
,PCB 021,PCB 21 Congener,55702460,,Organic,Organic,PCB,,,,
,PCB 021/33,PCB 21/33 Congener,0,,Organic,PCB,,,,,
,PCB 022,PCB 22 Congener,0,,Organic,PCB,,,,,
,PCB 022/51,PCB 22/51 Congener,0,,Organic,PCB,,,,,
,PCB 023,PCB 23 Congener,0,,Organic,PCB,,,,,
,PCB 024,PCB 24 Congener,0,,Organic,PCB,,,,,
,PCB 024/27,PCB 24/27 Congener,0,,Organic,PCB,,,,,
,PCB 025,PCB 25 Congener,55712373,,Organic,Organic,PCB,Congeners,,,
,PCB 026,PCB 26 Congener,0,,Organic,PCB,,,,,
,PCB 026/29,PCB 26/29 Congener,0,,Organic,PCB,,,,,
"PCB 027, Total",PCB 027,PCB 27 Congener,38444767,,Organic,Organic,PCB,Congeners,,,
,PCB 028,PCB 28 Congener,7012375,,Organic,Organic,PCB,Congeners,,,
"PCB 028/31, Total",PCB 028/31,PCB 28/31 Congener,0,,Organic,PCB,,,,,
"PCB 029, Total",PCB 029,PCB 29 Congener,15862074,,Organic,Organic,PCB,Congeners,,,
,PCB 030,PCB 30 Congener,0,,Organic,PCB,,,,,
,PCB 031,PCB 31 Congener,16606023,,Organic,Organic,PCB,Congeners,,,
,PCB 032,PCB 32 Congener,0,,Organic,PCB,,,,,
"PCB 033, Total",PCB 033,PCB 33 Congener,38444869,,Organic,Organic,PCB,Congeners,,,
,PCB 034,PCB 34 Congener,0,,Organic,PCB,,,,,
,PCB 035,PCB 35 Congener,0,,Organic,PCB,,,,,
,PCB 036,PCB 36 Congener,0,,Organic,PCB,,,,,
,PCB 037,PCB 37 Congener,38444905,,Organic,Organic,PCB,Congeners,,,
,PCB 037/42,PCB 37/42 Congener,0,,Organic,PCB,,,,,
,PCB 037/42/59,PCB 37/42/59 Congener,0,,Organic,PCB,,,,,
,PCB 038,PCB 38 Congener,0,,Organic,PCB,,,,,
,PCB 039,PCB 39 Congener,0,,Organic,PCB,,,,,
,PCB 040,PCB 40 Congener,0,,Organic,PCB,,,,,
,PCB 040/41,PCB 40/41 Congener,0,,Organic,PCB,,,,,
,PCB 040/41/71,PCB 40/41/71 Congener,0,,Organic,PCB,,,,,
,PCB 040/71,PCB 40/71 Congener,0,,Organic,PCB,,,,,
,PCB 041,PCB 41 Congener,0,,Organic,PCB,,,,,
,PCB 041/64,PCB 41/64 Congener,0,,Organic,PCB,,,,,
,PCB 041/64/71/72,PCB 041/64/71/72 Congener,0,,Organic,PCB,,,,,
,PCB 042,PCB 42 Congener,0,,Organic,PCB,,,,,
,PCB 042/59,PCB 042/59 Congener,0,,Organic,PCB,,,,,
,PCB 043,PCB 43 Congener,0,,Organic,PCB,,,,,
,PCB 043/49,PCB 43/49 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 043/73,PCB 43/73 Congener,0,,Organic,PCB,,,,,
"PCB 044, Total",PCB 044,PCB 44 Congener,41464395,,Organic,Organic,PCB,Congeners,,,
,PCB 044/47,PCB 44/47 Congener,0,,Organic,PCB,,,,,
,PCB 044/47/65,PCB 44/47/65 Congener,0,,Organic,PCB,,,,,
,PCB 044/65,PCB 44/65 Congener,0,,Organic,PCB,,,,,
,PCB 045,PCB 45 Congener,0,,Organic,PCB,,,,,
,PCB 045/51,PCB 45/51 Congener,0,,Organic,PCB,,,,,
,PCB 046,PCB 46 Congener,0,,Organic,PCB,,,,,
,PCB 047,PCB 47 Congener,0,,Organic,PCB,,,,,
,PCB 047/48,PCB 47/48 Congener,0,,Organic,PCB,,,,,
,PCB 047/48/75,PCB 47/48/75 Congener,0,,Organic,PCB,,,,,
,PCB 048,PCB 48 Congener,0,,Organic,PCB,,,,,
,PCB 048/75,PCB 048/75 Congener,0,,Organic,PCB,,,,,
"PCB 049, Total",PCB 049,PCB 49 Congener,41464408,,Organic,Organic,PCB,Congeners,,,
,PCB 049/69,PCB 49/69 Congener,0,,Organic,PCB,,,,,
,PCB 050,PCB 50 Congener,62796650,,Organic,Organic,PCB,,,,
,PCB 050/53,PCB 50/53 Congener,0,,Organic,PCB,,,,,
,PCB 051,PCB 51 Congener,68194047,,Organic,Organic,PCB,,,,
"PCB 052, Total",PCB 052,PCB 52 Congener,35693993,,Organic,Organic,PCB,Congeners,,,
,PCB 052/69,PCB 52/69 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 053,PCB 53 Congener,41464419,,Organic,Organic,PCB,,,,
,PCB 054,PCB 54 Congener,0,,Organic,PCB,,,,,
,PCB 055,PCB 55 Congener,0,,Organic,PCB,,,,,
,PCB 056,PCB 56 Congener,41464431,,Organic,Organic,PCB,Congeners,,,
"PCB 056/60, Total",PCB 056/60,PCB 56/60 Congener,0,,Organic,PCB,,,,,
,PCB 057,PCB 57 Congener,0,,Organic,PCB,,,,,
,PCB 058,PCB 58 Congener,0,,Organic,PCB,,,,,
,PCB 059,PCB 59 Congener,0,,Organic,PCB,,,,,
,PCB 059/62,PCB 59/62 Congener,0,,Organic,PCB,,,,,
,PCB 059/62/75,PCB 59/62/75 Congener,0,,Organic,PCB,,,,,
,PCB 059/75,PCB 59/75 Congener,0,,Organic,PCB,,,,,
,PCB 060,PCB 60 Congener,33025411,,Organic,Organic,PCB,Congeners,,,
,PCB 061,PCB 61 Congener,33284536,,Organic,Organic,PCB,,,,
,PCB 061/70,PCB 61/70 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 061/70/74/76,PCB 61/70/74/76 Congener,0,,Organic,PCB,,,,,
,PCB 061/74,PCB 61/74 Congener,0,,Organic,PCB,,,,,
,PCB 061/76,PCB 61/76 Congener,0,,Organic,PCB,,,,,
,PCB 062,PCB 62 Congener,54230227,,Organic,Organic,PCB,,,,
,PCB 063,PCB 63 Congener,0,,Organic,PCB,,,,,
"PCB 064, Total",PCB 064,PCB 64 Congener,52663588,,Organic,Organic,PCB,Congeners,,,
,PCB 065,PCB 65 Congener,33284547,,Organic,Organic,PCB,,,,
"PCB 066, Total",PCB 066,PCB 66 Congener,32598100,,Organic,Organic,PCB,Congeners,,,
,PCB 066/76,PCB 66/76 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 067,PCB 67 Congener,0,,Organic,PCB,,,,,
,PCB 068,PCB 68 Congener,0,,Organic,PCB,,,,,
,PCB 069,PCB 69 Congener,60233241,,Organic,Organic,PCB,,,,
"PCB 070, Total",PCB 070,PCB 70 Congener,32598111,,Organic,Organic,PCB,Congeners,,,
,PCB 070/74/76,PCB 70/74/76 Congener,0,,Organic,PCB,,,,,
,PCB 071,PCB 71 Congener,41464464,,Organic,Organic,PCB,Congeners,,,
,PCB 072,PCB 72 Congener,0,,Organic,PCB,,,,,
,PCB 073,PCB 73 Congener,0,,Organic,PCB,,,,,
"PCB 074, Total",PCB 074,PCB 74 Congener,32690930,,Organic,Organic,PCB,Congeners,,,
,PCB 075,PCB 75 Congener,32598122,,Organic,Organic,PCB,,,,
,PCB 076,PCB 76 Congener,70362480,,Organic,Organic,PCB,,,,
,PCB 076/66,PCB 076/66 Congener,0,,Organic,PCB,,,,,
"PCB 077, Total",PCB 077,PCB 77 Congener,32598133,,Organic,Organic,PCB,Congeners,,,
,PCB 077 (TEQ ND=0),PCB 077 (TEQ ND=0),0,,Organic,,,,,,
,PCB 077 (TEQ ND=1/2 DL)),PCB 077 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 077 (TEQ ND=DL),PCB 077 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 077/110,PCB 77/110 Congener,0,,Organic,PCB,,,,,
,PCB 077/85,PCB 77/85 Congener,0,,Organic,PCB,,,,,
,PCB 078,PCB 78 Congener,0,,Organic,PCB,,,,,
,PCB 079,PCB 79 Congener,0,,Organic,PCB,,,,,
,PCB 080,PCB 80 Congener,0,,Organic,PCB,,,,,
,PCB 081,PCB 81 Congener,70362504,,Organic,Organic,PCB,Congeners,,,
,PCB 081 (TEQ ND=0),PCB 081 (TEQ ND=0),0,,Organic,,,,,,
,PCB 081 (TEQ ND=1/2 DL),PCB 081 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 081 (TEQ ND=DL),PCB 081 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 082,PCB 82 Congener,52663624,,Organic,Organic,PCB,Congeners,,,
,PCB 083,PCB 83 Congener,0,,Organic,PCB,,,,,
,PCB 083/99,PCB 83/99 Congener,0,,Organic,PCB,,,,,
,PCB 084,PCB 84 Congener,0,,Organic,PCB,,,,,
,PCB 084/92,PCB 084/92 Congener,0,,Organic,PCB,,,,,
,PCB 085,PCB 85 Congener,65510454,,Organic,Organic,PCB,,,,
,PCB 085/110/115/116/117,PCB 85/110/115/116/117 Congener,0,,Organic,PCB,,,,,
,PCB 085/116,PCB 85/116 Congener,0,,Organic,PCB,,,,,
,PCB 085/116/117,PCB 85/116/117 Congener,0,,Organic,PCB,,,,,
,PCB 085/117,PCB 85/117 Congener,0,,Organic,PCB,,,,,
,PCB 086,PCB 86 Congener,55312691,,Organic,Organic,PCB,,,,
,PCB 086/108,PCB 86/108 Congener,0,,Organic,PCB,,,,,
,PCB 086/119,PCB 86/119 Congener,0,,Organic,PCB,,,,,
,PCB 086/125,PCB 86/125 Congener,0,,Organic,PCB,,,,,
,PCB 086/87,PCB 86/87 Congener,0,,Organic,PCB,,,,,
,PCB 086/87/97/108/119/125,PCB 86/87/97/108/119/125 Congener,0,,Organic,PCB,,,,,
,PCB 086/87/97/109/119/125,PCB 86/87/97/109/119/125 Congener,0,,Organic,PCB,,,,,
,PCB 086/97,PCB 86/97 Congener,0,,Organic,PCB,,,,,
"PCB 087, Total",PCB 087,PCB 87 Congener,38380028,,Organic,Organic,PCB,Congeners,,,
,PCB 087/115,PCB 87/115 Congener,0,,Organic,PCB,,,,,
,PCB 087/117/125,PCB 87/117/125 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 088,PCB 88 Congener,55215173,,Organic,Organic,PCB,,,,
,PCB 088/91,PCB 88/91 Congener,0,,Organic,PCB,,,,,
,PCB 089,PCB 89 Congener,0,,Organic,PCB,,,,,
,PCB 090,PCB 90 Congener,68194070,,Organic,Organic,PCB,,,,
,PCB 090/101,PCB 90/101 Congener,0,,Organic,PCB,,,,,
,PCB 090/101/113,PCB 90/101/113 Congener,0,,Organic,PCB,,,,,
,PCB 090/113,PCB 90/113 Congener,0,,Organic,PCB,,,,,
,PCB 091,PCB 91 Congener,0,,Organic,PCB,,,,,
,PCB 092,PCB 92 Congener,0,,Organic,PCB,,,,,
,PCB 093,PCB 93 Congener,73575561,,Organic,Organic,PCB,,,,
,PCB 093/100,PCB 93/100 Congener,0,,Organic,PCB,,,,,
,PCB 093/102,PCB 93/102 Congener,0,,Organic,PCB,,,,,
,PCB 093/95,PCB 93/95 Congener,0,,Organic,PCB,,,,,
,PCB 093/95/98/100/102,PCB 93/95/98/100/102 Congener,0,,Organic,PCB,,,,,
,PCB 093/98,PCB 93/98 Congener,0,,Organic,PCB,,,,,
,PCB 094,PCB 94 Congener,0,,Organic,PCB,,,,,
"PCB 095, Total",PCB 095,PCB 95 Congener,38379996,,Organic,Organic,PCB,Congeners,,,
,PCB 095/100,PCB 95/100 Congener,0,,Organic,PCB,,,,,
,PCB 095/98/102,PCB 95/98/102 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 096,PCB 96 Congener,0,,Organic,PCB,,,,,
"PCB 097, Total",PCB 097,PCB 97 Congener,41464511,,Organic,Organic,PCB,Congeners,,,
,PCB 097/154,PCB 97/154 Congener,0,,Organic,PCB,,,,,
,PCB 098,PCB 98 Congener,60233252,,Organic,Organic,PCB,,,,
,PCB 098/102,PCB 98/102 Congener,0,,Organic,PCB,,,,,
"PCB 099, Total",PCB 099,PCB 99 Congener,38380017,,Organic,Organic,PCB,Congeners,,,
,PCB 100,PCB 100 Congener,39485831,,Organic,Organic,PCB,,,,
"PCB 101, Total",PCB 101,PCB 101 Congener,37680732,,Organic,Organic,PCB,Congeners,,,
,PCB 102,PCB 102 Congener,68194069,,Organic,Organic,PCB,,,,
,PCB 103,PCB 103 Congener,0,,Organic,PCB,,,,,
,PCB 104,PCB 104 Congener,0,,Organic,PCB,,,,,
"PCB 105, Total",PCB 105,PCB 105 Congener,32598144,,Organic,Organic,PCB,Congeners,,,
,PCB 105 (TEQ ND=0),PCB 105 (TEQ ND=0),0,,Organic,,,,,,
,PCB 105 (TEQ ND=1/2 DL),PCB 105 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 105 (TEQ ND=DL),PCB 105 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 106,PCB 106 Congener,0,,Organic,PCB,,,,,
,PCB 106/118,PCB 106/118 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 107,PCB 107 Congener,0,,Organic,PCB,,,,,
,PCB 107/108/144,PCB 107/108/144 Congener,0,,Organic,PCB,,,,,
,PCB 107/109,PCB 107/109 Congener,0,,Organic,PCB,,,,,
,PCB 107/124,PCB 107/124 Congener,0,,Organic,PCB,,,,,
,PCB 108,PCB 108 Congener,70362413,,Organic,Organic,PCB,,,,
,PCB 108/112,PCB 108/112 Congener,0,,Organic,PCB,,,,,
,PCB 108/124,PCB 108/124 Congener,0,,Organic,PCB,,,,,
,PCB 109,PCB 109 Congener,0,,Organic,PCB,,,,,
"PCB 110, Total",PCB 110,PCB 110 Congener,38380039,,Organic,Organic,PCB,Congeners,,,
,PCB 110/115,PCB 110/115 Congener,0,,Organic,PCB,,,,,
,PCB 110/151,PCB 110/151 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 111,PCB 111 Congener,0,,Organic,PCB,,,,,
,PCB 111/115,PCB 111/115 Congener,0,,Organic,PCB,,,,,
,PCB 112,PCB 112 Congener,0,,Organic,PCB,,,,,
,PCB 113,PCB 113 Congener,68194105,,Organic,Organic,PCB,,,,
"PCB 114, Total",PCB 114,PCB 114 Congener,74472370,,Organic,Organic,PCB,Congeners,,,
,PCB 114 (TEQ ND=0),PCB 114 (TEQ ND=0),0,,Organic,,,,,,
,PCB 114 (TEQ ND=1/2 DL),PCB 114 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 114 (TEQ ND=DL),PCB 114 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 114/122/131,PCB 114/122/131 Congener,0,,Organic,PCB,,,,,
,PCB 114/153,PCB 114/153 Congener,0,,Organic,PCB,,,,,
,PCB 115,PCB 115 Congener,74472381,,Organic,Organic,PCB,,,,
,PCB 116,PCB 116 Congener,18259057,,Organic,Organic,PCB,,,,
,PCB 117,PCB 117 Congener,68194116,,Organic,Organic,PCB,,,,
"PCB 118, Total",PCB 118,PCB 118 Congener,31508006,,Organic,Organic,PCB,Congeners,,,
,PCB 118 (TEQ ND=0),PCB 118 (TEQ ND=0),0,,Organic,,,,,,
,PCB 118 (TEQ ND=1/2 DL),PCB 118 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 118 (TEQ ND=DL),PCB 118 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 119,PCB 119 Congener,56558179,,Organic,Organic,PCB,Congeners,,,
,PCB 120,PCB 120 Congener,0,,Organic,PCB,,,,,
,PCB 121,PCB 121 Congener,0,,Organic,PCB,,,,,
,PCB 122,PCB 122 Congener,0,,Organic,PCB,,,,,
,PCB 123,PCB 123 Congener,65510443,,Organic,Organic,PCB,Congeners,,,
,PCB 123 (TEQ ND=0),PCB 123 (TEQ ND=0),0,,Organic,,,,,,
,PCB 123 (TEQ ND=1/2 DL),PCB 123 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 123 (TEQ ND=DL),PCB 123 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 123/149,PCB 123/149 Congener,0,,Organic,PCB,,,,,
,PCB 124,PCB 124 Congener,70424703,,Organic,Organic,PCB,,,,
,PCB 125,PCB 125 Congener,74472392,,Organic,Organic,PCB,,,,
"PCB 126, Total",PCB 126,PCB 126 Congener,57465288,,Organic,Organic,PCB,Congeners,,,
,PCB 126 (TEQ ND=0),PCB 126 (TEQ ND=0),0,,Organic,,,,,,
,PCB 126 (TEQ ND=1/2 DL),PCB 126 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 126 (TEQ ND=DL),PCB 126 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 127,PCB 127 Congener,0,,Organic,PCB,,,,,
"PCB 128, Total",PCB 128,PCB 128 Congener,38380073,,Organic,Organic,PCB,Congeners,,,
,PCB 128/162,PCB 128/162 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 128/166,PCB 128/166 Congener,0,,Organic,PCB,,,,,
,PCB 128/167,PCB 128/167 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 129,PCB 129 Congener,0,,Organic,PCB,,,,,
,PCB 129/138,PCB 129/138 Congener,0,,Organic,PCB,,,,,
,PCB 129/138/160/163,PCB 129/138/160/163 Congener,0,,Organic,PCB,,,,,
,PCB 129/138/163,PCB 129/138/163 Congener,0,,Organic,PCB,,,,,
,PCB 129/160,PCB 129/160 Congener,0,,Organic,PCB,,,,,
,PCB 129/163,PCB 129/163 Congener,0,,Organic,PCB,,,,,
,PCB 129/166,PCB 129/166 Congener,0,,Organic,PCB,,,,,
,PCB 130,PCB 130 Congener,0,,Organic,PCB,,,,,
,PCB 131,PCB 131 Congener,0,,Organic,PCB,,,,,
,PCB 132,PCB 132 Congener,0,,Organic,PCB,,,,,
,PCB 132/137,PCB 132/137 Congener,0,,Organic,PCB,,,,,
,PCB 132/153,PCB 132/153 Congener,0,,Organic,PCB,,,,,
,PCB 132/153/168,PCB 132/153/168 Congener,0,,Organic,PCB,,,,,
,PCB 132/161,PCB 132/161 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 132/168,PCB 132/168 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 133,PCB 133 Congener,0,,Organic,PCB,,,,,
,PCB 133/142,PCB 133/142 Congener,0,,Organic,PCB,,,,,
,PCB 134,PCB 134 Congener,0,,Organic,PCB,,,,,
,PCB 134/143,PCB 134/143 Congener,0,,Organic,PCB,,,,,
,PCB 135,PCB 135 Congener,0,,Organic,PCB,,,,,
,PCB 135/151,PCB 135/151 Congener,0,,Organic,PCB,,,,,
,PCB 135/151/154,PCB 135/151/154 Congener,0,,Organic,PCB,,,,,
,PCB 135/154,PCB 135/154 Congener,0,,Organic,PCB,,,,,
,PCB 136,PCB 136 Congener,0,,Organic,PCB,,,,,
"PCB 137, Total",PCB 137,PCB 137 Congener,35694065,,Organic,Organic,PCB,Congeners,,,
,PCB 137/176,PCB 137/176 Congener,0,,Organic,PCB,,,,,
,PCB 138,PCB 138 Congener,35065282,,Organic,Organic,PCB,Congeners,,,
"PCB 138/158, Total",PCB 138/158,PCB 138/158 Congener,0,,Organic,PCB,,,,,
,PCB 138/160,PCB 138/160 Congener,0,,Organic,PCB,,,,,
,PCB 138/163/164,PCB 138/163/164 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 139,PCB 139 Congener,56030569,,Organic,Organic,PCB,,,,
,PCB 139/140,PCB 139/140 Congener,0,,Organic,PCB,,,,,
,PCB 139/149,PCB 139/149 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 140,PCB 140 Congener,59291644,,Organic,Organic,PCB,,,,
"PCB 141, Total",PCB 141,PCB 141 Congener,52712046,,Organic,Organic,PCB,Congeners,,,
,PCB 141/179,PCB 141/179 Congener,0,,Organic,PCB,,,,,
,PCB 142,PCB 142 Congener,0,,Organic,PCB,,,,,
,PCB 143,PCB 143 Congener,68194150,,Organic,Organic,PCB,,,,
,PCB 144,PCB 144 Congener,0,,Organic,PCB,,,,,
,PCB 145,PCB 145 Congener,0,,Organic,PCB,,,,,
"PCB 146, Total",PCB 146,PCB 146 Congener,51908168,,Organic,Organic,PCB,Congeners,,,
,PCB 146/165,PCB 146/165 Congener,0,,Organic,PCB,,,,,
,PCB 147,PCB 147 Congener,68194138,,Organic,Organic,PCB,,,,
,PCB 147/149,PCB 147/149 Congener,0,,Organic,PCB,,,,,
,PCB 148,PCB 148 Congener,0,,Organic,PCB,,,,,
"PCB 149, Total",PCB 149,PCB 149 Congener,38380040,,Organic,Organic,PCB,Congeners,,,
,PCB 150,PCB 150 Congener,0,,Organic,PCB,,,,,
"PCB 151, Total",PCB 151,PCB 151 Congener,52663635,,Organic,Organic,PCB,Congeners,,,
,PCB 152,PCB 152 Congener,0,,Organic,PCB,,,,,
"PCB 153, Total",PCB 153,PCB 153 Congener,35065271,,Organic,Organic,PCB,Congeners,,,
,PCB 153/168,PCB 153/168 Congener,0,,Organic,PCB,,,,,
,PCB 154,PCB 154 Congener,60145224,,Organic,Organic,PCB,,,,
,PCB 155,PCB 155 Congener,0,,Organic,PCB,,,,,
"PCB 156, Total",PCB 156,PCB 156 Congener,38380084,,Organic,Organic,PCB,Congeners,,,
,PCB 156 (TEQ ND=0),PCB 156 (TEQ ND=0),0,,Organic,,,,,,
,PCB 156 (TEQ ND=1/2 DL),PCB 156 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 156 (TEQ ND=DL),PCB 156 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 156/157,PCB 156/157 Congener,0,,Organic,PCB,,,,,
,PCB 156/157 (TEQ ND=0),PCB 156/157 (TEQ ND=0),0,,Organic,PCB,,,,,
,PCB 156/157 (TEQ ND=1/2 DL),PCB 156/157 (TEQ ND=1/2 DL),0,,Organic,PCB,,,,,
,PCB 156/157 (TEQ ND=DL),PCB 156/157 (TEQ ND=DL),0,,Organic,PCB,,,,,
,PCB 156/171,PCB 156/171 Congener,0,,Organic,PCB,,,,,
,PCB 156/171/202,PCB 156/171/202 Congener,0,,Organic,PCB,,,,,
,PCB 156/177/200,PCB 156/177/200 Congener,0,,Organic,PCB,,,,,
"PCB 157, Total",PCB 157,PCB 157 Congener,69782907,,Organic,Organic,PCB,Congeners,,,
,PCB 157 (TEQ ND=0),PCB 157 (TEQ ND=0),0,,Organic,,,,,,
,PCB 157 (TEQ ND=1/2 DL),PCB 157 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 157 (TEQ ND=DL),PCB 157 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 157/173,PCB 157/173 Congener,0,,Organic,PCB,,,,,
,PCB 157/173/201,PCB 157/173/201 Congener,0,,Organic,PCB,,,,,
,PCB 157/180,PCB 157/180 Congener,0,,Organic,PCB,,,,,
,PCB 158,PCB 158 Congener,74472427,,Organic,Organic,PCB,Congeners,,,
,PCB 158/160,PCB 158/160 Congener,0,,Organic,Organic,PCB,Congeners,,,
,PCB 159,PCB 159 Congener,0,,Organic,PCB,,,,,
,PCB 159/182/187,PCB 159/182/187 Congener,0,,Organic,PCB,,,,,
,PCB 160,PCB 160 Congener,41411625,,Organic,Organic,PCB,,,,
,PCB 161,PCB 161 Congener,0,,Organic,PCB,,,,,
,PCB 162,PCB 162 Congener,0,,Organic,PCB,,,,,
,PCB 163,PCB 163 Congener,74472449,,Organic,Organic,PCB,,,,
,PCB 164,PCB 164 Congener,0,,Organic,PCB,,,,,
,PCB 165,PCB 165 Congener,0,,Organic,PCB,,,,,
,PCB 166,PCB 166 Congener,41411636,,Organic,Organic,PCB,,,,
,PCB 166/167,PCB 166/167 Congener,0,,Organic,PCB,,,,,
,PCB 167,PCB 167 Congener,52663726,,Organic,Organic,PCB,Congeners,,,
,PCB 167 (TEQ ND=0),PCB 167 (TEQ ND=0),0,,Organic,,,,,,
,PCB 167 (TEQ ND=1/2 DL),PCB 167 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 167 (TEQ ND=DL),PCB 167 (TEQ ND=DL),0,,Organic,,,,,,
,PCB 168,PCB 168 Congener,59291655,,Organic,Organic,PCB,Congeners,,,
,PCB 168/132,PCB 168/132 Congener,0,,Organic,PCB,,,,,
"PCB 169, Total",PCB 169,PCB 169 Congener,32774166,,Organic,Organic,PCB,Congeners,,,
,PCB 169 (TEQ ND=0),PCB 169 (TEQ ND=0),0,,Organic,,,,,,
,PCB 169 (TEQ ND=1/2 DL),PCB 169 (TEQ ND=1/2 DL),0,,Organic,,,,,,
,PCB 169 (TEQ ND=DL),PCB 169 (TEQ ND=DL),0,,Organic,,,,,,
"PCB 170, Total",PCB 170,PCB 170 Congener,35065306,,Organic,Organic,PCB,Congeners,,,
